标题,链接,排名,反链数,简介
上海国家会计学院远程教育网,/Html/site_esnai.net.html,74711,504,网站简介：上海国家会计学院远程教育网（www.esnai.net ）是学院旗下面向广大财会人员的在线培训网站。学院建院伊始即成立了远程教育网，是国内早开展会计远程教育的专业网站，也是财...
管理资源吧,/Html/site_glzy8.com.html,259129,174,网站简介：管理资源吧（www.glzy8.com），为中小企业管理者提供全方位的管理资料下载服务；是一个所有资料免费下载，免注册、免登陆、免积分的公益性的管理知识共享平台。...
北京师范大学珠海分校,/Html/site_bnuz.edu.cn.html,299623,146,"网站简介：北京师范大学珠海分校,北京师范大学,北师大,教育,学术,师范,高等教育,本科,研究生,国际合作,合作办学,bnuz,Beijing Normal University,Zhuhai..."
西南政法大学,/site_www.swupl.edu.cn.html,30875,107,网站简介：西南政法大学位于中国长江上游地区的中央直辖市重庆，是新中国早建立的高等政法学府，改革开放后全国首批重点大学，全国首批卓越法律人才教育培养基地，教育部与重庆市人民...
天津财经大学,/Html/site_tjufe.edu.cn.html,151435,141,网站简介：天津财经大学是新中国早建立的财经大学之一，是一所以应用经济和工商管理学科为主干，兼有文学、法学、理学、工学、教育七大学科门类交叉渗透、协调发展的多科性大学。...
延安大学,/Html/site_yau.edu.cn.html,103368,100,网站简介：延安大学（Yan'an University）简称“延大”，坐落于革命圣地延安，是由毛泽东同志亲自命名、中国共产党创办的第一所综合性大学。延安大学始建于1941年由泽东青年干校、中国...
陕西省图书馆,/Html/site_sxlib.org.cn.html,347057,29,网站简介：陕西省图书馆作为全省大的综合性、研究型公共图书馆，是陕西地方文献收藏中心、全省图书馆业务工作与图书馆学研究协调协作中心、全省公共图书馆业务辅导中心、全国文化信息...
岭南师范学院,/Html/site_lingnan.edu.cn.html,122307,28,网站简介：岭南师范学院（原湛江师范学院）是一所具有百年师范教育历史的广东省属普通本科院校，坐落在中国大陆南端的美丽港城湛江市。学校1904年始设师范科教育，1978年更名为雷州师...
北京新航道官网,/site_bj.xhd.cn.html,51168,70,"网站简介：新航道北京学校-出国英语考试培训领导品牌,专注雅思_托福_sat_act_ap_能力英语_外教口语培训,新航道留学英语培训机构获评全国培训类十大知名学校.新航道北京学校官网在线报..."
一起去留学网,/Html/site_177liuxue.cn.html,5895808,157,"网站简介：出国留学—留学签证,留学费用等出国留学资讯..."
北京交通大学,/Html/site_njtu.edu.cn.html,211023,456,网站简介：北京交通大学是教育部直属，教育部、中国铁路总公司、北京市人民政府共建的全国重点大学，是国家“211工程”、“985工程优势学科创新平台”项目建设高校和具有研究生院的全...
河北科技大学,/Html/site_hebust.edu.cn.html,261580,207,网站简介：河北科技大学坐落在太行山东麓的河北省省会石家庄市，1996年由河北轻化工学院、河北机电学院和河北省纺织职工大学合并组建而成，是河北省重点建设的多科性骨干大学。...
北京大学医学部,/site_www.bjmu.edu.cn.html,14471,235,网站简介：北京大学医学部（简称北医）位于学府林立的首都北京海淀区学院路，其前身是国立北京医学专门学校，创建于1912年10月26日，是中国政府教育部依靠中国自己的力量开办的第一所...
上海电力学院,/Html/site_shiep.edu.cn.html,133660,48,网站简介：上海电力学院是中央与上海市共建、以上海市管理为主的全日制普通高等院校。学校现有杨浦、浦东两个校区，临港新校区正在建设中，其中，杨浦校区位于上海市区东部长阳路，毗...
海南大学论坛,/Html/site_ihain.cn.html,36993,172,"网站简介：旨在服务于海南大学的学子,致力成为海南高校知名的bbs...."
12999数学站,/Html/site_12999.com.html,551319,694,网站简介：12999数学网-小学数学-初中数学-高中数学...
一起作业网,/Html/site_17zuoye.com.html,18306,70,网站简介：一起作业是一款免费学习工具，是一个学生、老师和家长三方互动的作业平台，老师轻松布置作业，学生快乐做作业，家长可以定期查看孩子的学习进度及报告，情景交融的学习模式...
江南大学,/site_www.jiangnan.edu.cn.html,34440,79,网站简介：江南大学坐落于太湖之滨的江南名城—江苏省无锡市，是教育部直属的国家“211工程”重点建设高校。目前，在教育部和省市政府的支持下，已基本建成占地3125亩、建筑面积95万平...
重庆理工大学,/Html/site_cqut.edu.cn.html,69481,61,网站简介：重庆理工大学（Chongqing University of Technology） 坐落于中央直辖市重庆，是中央与地方共建的市属普通本科高等院校、国家级大学生创新创业训练计划建设高校、全国毕业生...
翼虎网,/Html/site_yiihuu.com.html,9273,93,"网站简介：翼虎网(www.yiihuu.com)致力于推动CG数字艺术发展,为用户提供海量的CG视频教程,内容囊括3dsmax、Maya、PS等所有应用软件和视觉艺术创作活动的所有主题，用户可在线点播和下..."
书法空间,/Html/site_9610.com.html,127571,115,网站简介：书法空间（www.9610.com）编目详细的书法资料、永不落幕的书法博物馆。...
中国评书网,/Html/site_zgpingshu.com.html,203539,96,网站简介：中国评书网(zgpingshu.com)汇集各类长篇评书、相声小品等有声小说。提供单田芳，袁阔成，刘兰芳，田连元，连丽如等众多评书表演艺术家的经典MP3评书以及言情武侠、恐怖悬疑...
东莞理工学院,/Html/site_dgut.edu.cn.html,49395,107,网站简介：东莞理工学院，简称莞工（DGUT）。2015年全国排名408名，是广东省重点建设大学之一，是第一批“卓越工程师教育培养计划”高校，兼有一本和二本专业，也是东莞史上创办的第一...
西华大学,/site_www.xhu.edu.cn.html,30687,70,网站简介：西华大学（Xihua University），简称“西华”，是四川省唯一一所省属重点的综合性大学，是中西部高校基础能力建设工程试点高校之一，拥有博士后科研工作站。同时具有向全国...
上海学前教育网,/Html/site_age06.com.html,115251,218,网站简介：作为上海教科网“一网五环”工程的重要组成部分，上海学前教育网（www.age06.com）于1999年4月21日正式开通。...
中国知网数字出版物超市,/site_mall.cnki.net.html,129,393,网站简介：中国知网数字出版物超市-全球大的数字图书馆 全天开放的知识超市！面向海内外读者提供杂志（期刊）、图书、工具书、报纸、会议论文、学位论文全文的在线阅读和下载服务。涵...
课课家,/Html/site_kokojia.com.html,548851,152,网站简介：课课家教育作为中国大it在线教育平台，拥有海量高清it培训实战视频教程，涵盖30+个技术领域，拥有编程语言，设计，web开发，移动开发，游戏开发，数据库，系统/运维，offic...
JE技校网,/Html/site_qqje.com.html,95534,24,"网站简介：技校,技校网是中文技校网站，中专,技校,技工,技术学校,技校专业,中专专业,技工学校,中专技校,高职,职中!..."
汉文学网,/Html/site_hwxnet.com.html,262017,9,网站简介：为广大汉语学习者免费提供在线新华字典、汉语词典、成语词典、中文转拼音等查询服务。...
新梨园网,/Html/site_joy999.cn.html,6931860,13,"网站简介：新梨园网是一个提供戏曲mp3下载,河南豫剧mp3下载,京剧mp3下载,吕剧mp3下载,黄梅戏mp3下载,楚剧下载,戏曲选段下载,评剧大全下载,全剧戏曲下载的一个网站,新梨园网旨在为大家..."
普特英语听力,/Html/site_putclub.com.html,239299,623,"网站简介：普特英语听力网（www.putclub.com）创建于2001年,隶属于成都维基科技发展有限公司，是目前中国最大的英语听力训练社区, PUT是指Postgraduate Students,Undergraduate Stude..."
淮阴工学院,/Html/site_hyit.edu.cn.html,307804,74,网站简介：淮阴工学院为江苏省属普通本科院校，坐落于敬爱的周恩来总理故乡、全国历史文化名城——江苏省淮安市。...
51Talk无忧英语,/Html/site_51talk.com.html,107997,418,"网站简介：51talk青少儿英语,美国纽交所上市公司, 专注真人外教一对一在线英语培训,51talk累计拥有1000万注册学员，14800多名外教，超过4000万节高品质外教课，网上平价英语培训专家，..."
如意了教育,/Html/site_ruyile.com.html,321341,30,网站简介：如意了教育，为您提供学校资料、校园环境、师资力量、录取分数、校友信息等，是您选学校找同学的佳教育门户。...
古泉园地,/Html/site_chcoin.com.html,520343,40,网站简介：古泉园地|钱币|古钱|古币|杂项|古玩|银锭|银币|玉器|徽章|纸币|铜元...
辽宁工程技术大学,/Html/site_lntu.edu.cn.html,161116,58,网站简介：辽宁工程技术大学是一所具有六十多年悠久历史的国家重点大学。早在建国前夕，为恢复生产、发展经济、支援解放全中国，经东北人民政府批准，分别成立了鹤岗工科高级职业学校...
湖南科技大学,/Html/site_hnust.edu.cn.html,128521,545,网站简介：湖南科技大学是一所办学历史悠久、学科门类齐全、办学特色鲜明的教学研究型综合性大学，是教育部本科教学工作水平评估“优秀”高校、教育部批准的“卓越工程师教育培养计划...
