公司名称,城市,营业收入,利润,上市日期,行业分类,产品类型
天津广大纸业股份有限公司,天津市,6206.46万,471.95万,2018-02-12,制造业,心电图纸、胎儿监护纸、生化分析仪纸、耦合剂、消毒凝胶、不干胶标签、贸易类产品、房屋租赁
青岛国君医疗股份有限公司,青岛市,1.38亿,578.58万,2018-02-26,医疗养老服务,医疗服务、养老服务、保健品销售
台州市交通工程试验检测中心股份有限公司,台州市,1609.96万,40.32万,2018-02-22,科学研究和技术服务业,检测
康乾大成(北京)科技股份有限公司,北京市,2.19亿,631.56万,2018-03-12,批发和零售业,汽车轮胎、汽车配件、汽车内饰、汽车养护品、汽车机油、汽车电子产品
广东海力储存设备股份有限公司,东莞市,1.22亿,632.95万,2018-03-27,交通运输、仓储和邮政业,普通货架、自动化立库高位货架、穿梭式货架、物流周边设备
江苏经纬盛世腾云再生资源股份有限公司,南京市,--,--,2018-03-01,信息传输、软件和信息技术服务业,软件技术开发、技术服务
河南烨达新材科技股份有限公司,郑州市,5952.46万,264.51万,2018-03-02,制造业,普通黑刚玉砂、精品黑刚玉砂、白刚玉、金刚砂、碳化硅、镀衣白刚玉、棕刚玉、陶瓷砂
广东华美易车投资股份有限公司,汕头市,--,--,2018-03-02,批发和零售业,汽车销售服务、汽车后市场服务
北京睦通科技股份有限公司,北京市,519.55万,151.41万,2018-02-23,信息传输、软件和信息技术服务业,软件开发服务
江苏华晨气缸套股份有限公司,淮安市,1.82亿,98.24万,2018-02-26,制造业,船舶缸套、汽配缸套
广东影众文化传媒股份有限公司,佛山市,--,--,2018-02-27,租赁和商务服务业,广告制作发布、活动策划执行
有行鲨鱼(上海)科技股份有限公司,上海市,--,--,2018-04-09,制造业,木工胶系列
河北润涛牧业科技股份有限公司,邢台市,1102.35万,-2381.69万,2018-02-14,农、林、牧、渔业,种羊
广西绿友农生物科技股份有限公司,南宁市,2.62亿,-187.38万,2018-02-27,制造业,专业桉树肥料、专业柑桔肥料、专业甘蔗肥料
河北恒业国际货运股份有限公司,唐山市,4.70亿,-88.35万,2018-02-28,交通运输、仓储和邮政业,国际货运代理、代理报关报检、货物运输
广东铭钰科技股份有限公司,广州市,--,--,2018-02-23,制造业,激光打标机、喷码机、系统软件
浙江研几网络科技股份有限公司,杭州市,3066.73万,253.00万,2018-04-12,信息传输、软件和信息技术服务业,技术开发业务、代运营服务、技术维护服务、系统集成服务
北海诚钢矿业股份有限公司,北海市,--,--,2018-02-22,制造业,石灰、运输、矿粉、混凝土、水泥
德州锦城电装股份有限公司,德州市,6.74亿,1091.07万,2018-02-28,制造业,乘用车线束、商用车线束、新能源汽车线束、发动机线束
青岛新锦桥电子商务股份有限公司,青岛市,--,--,2018-04-13,信息传输、软件和信息技术服务业,信息技术服务、棉纱、展洽会服务
河南天一文化传播股份有限公司,郑州市,3.11亿,1142.21万,2018-02-22,文化、体育和娱乐业,教辅图书、文化图书
岳阳峰岭菁华生态科技股份有限公司,岳阳市,7245.24万,2904.81万,2018-03-07,农、林、牧、渔业,红阳猕猴桃、金艳猕猴桃、黄桃、梨子、柑橘、仔猪、研学
北京兴汉网际股份有限公司,北京市,--,--,2018-05-16,制造业,硬件平台、模块、主板及零配件销售、电子元器件、维修、技术开发、加工
深圳市巍特环境科技股份有限公司,深圳市,1.90亿,3944.69万,2018-03-26,建筑业,管网检测与修复、管网智慧运营
湖南软神科技股份有限公司,长沙市,2004.88万,-302.55万,2018-04-24,信息传输、软件和信息技术服务业,信息系统集成、IT技术维运、软件开发
陕西金合信息科技股份有限公司,西安市,6307.85万,511.70万,2018-06-06,信息传输、软件和信息技术服务业,系统集成、技术服务、技术开发
广州安诺科技股份有限公司,广州市,4648.49万,-533.45万,2018-03-19,科学研究和技术服务业,检测服务、货物销售
上海慈瑞医药科技股份有限公司,上海市,--,--,2018-03-20,制造业,专有技术使用费、药品销售、大健康饮品、大健康食品
上海乐刚供应链股份有限公司,上海市,7.26亿,158.43万,2018-02-28,信息传输、软件和信息技术服务业,供应链业务、定制加工业务、增值服务
重庆市大正仪表股份有限公司,重庆市,5379.99万,835.41万,2018-02-27,制造业,贵金属热电偶、钨铼热电偶、热量表温度传感器、廉金属热电偶、热电阻、补偿导线、成套仪器仪表及电器、机械加工零部件、控制阀、房屋租赁
云南金彩视界影业股份有限公司,昆明市,1.42亿,462.54万,2018-04-02,文化、体育和娱乐业,影视剧作品
北京活力达生物健康科技股份有限公司,北京市,--,--,2018-03-01,批发和零售业,营养食品、保健品
成都赫尔墨斯科技股份有限公司,成都市,3507.32万,-2306.28万,2018-03-13,信息传输、软件和信息技术服务业,模拟机与仿真、无人机地面控制系统、机载综合航电系统、航空数据
福建俊杰新材料科技股份有限公司,宁德市,1.15亿,1426.39万,2018-03-12,制造业,组合蜂窝陶瓷、分层蜂窝陶瓷、镁铝匣钵、槽孔蜂窝陶瓷、普通蜂窝陶瓷、波纹蜂窝陶瓷、散装陶瓷填料
山东三木众合信息科技股份有限公司,聊城市,6517.32万,248.85万,2018-03-15,信息传输、软件和信息技术服务业,系统集成、电子产品、软件
中机试验装备股份有限公司,长春市,4.22亿,2477.86万,2018-03-02,制造业,试验机制造、外贸业务、内贸业务、检测、智能自动化装配设备、技术服务
广东天雄新材料科技股份有限公司,佛山市,7223.89万,651.67万,2018-03-23,制造业,高性能塑料合金
浙江西屋电气股份有限公司,温州市,1.46亿,2134.58万,2018-03-21,制造业,塑壳断路器、小型断路器、框架断路器
厦门欧贝传动科技股份有限公司,厦门市,4007.80万,454.54万,2018-04-24,制造业,轴承制品
德州联合石油科技股份有限公司,德州市,4.45亿,6240.54万,2018-03-15,制造业,钻具产品、装备产品、租赁及维修服务、工程技术服务
安徽壹度品牌运营股份有限公司,宿州市,7426.46万,353.54万,2018-02-28,租赁和商务服务业,零售、加盟费、管理费、配送费
北京育达医疗科技集团股份有限公司,北京市,4017.49万,-203.66万,2018-03-30,信息传输、软件和信息技术服务业,软件服务、教育
湖南山猫吉咪传媒股份有限公司,长沙市,1621.84万,-1442.98万,2018-03-02,文化、体育和娱乐业,出口衍生产品、内销衍生产品、受托制作、动漫授权
常州霍克展示系统股份有限公司,常州市,--,--,2018-05-23,租赁和商务服务业,展览展示系统
上海雷霆生物科技股份有限公司,上海市,--,--,2018-08-27,批发和零售业,健康营养食品、化妆品
云南蓝典科技股份有限公司,昆明市,1.90亿,501.06万,2018-03-15,信息传输、软件和信息技术服务业,信息系统的开发集成和运维、信息系统基础设施建设
广州弘高科技股份有限公司,广州市,3.06亿,-636.35万,2018-03-08,制造业,双面板、多层板
湖南省农友农业装备股份有限公司,娄底市,6075.49万,-311.64万,2018-03-08,制造业,收割机、收割机配件、柴油机、佑安加工件、烘干机、热风炉、销售代加工定制配件、销售材料、加工费
万司信息技术(上海)股份有限公司,上海市,5.98亿,2607.21万,2018-03-22,信息传输、软件和信息技术服务业,硬件销售、维保服务、系统集成
广东智科精创科技股份有限公司,惠州市,--,--,2018-03-26,制造业,PC散热片、游戏机散热片、CNC加工件
广西华南通信股份有限公司,南宁市,6639.13万,311.55万,2018-03-28,信息传输、软件和信息技术服务业,通信工程设计服务、通信工程施工服务
河南玉兰光电股份有限公司,新乡市,6009.45万,294.05万,2018-03-15,制造业,保护膜、功能膜、摄像头、石墨烯
江西渝网科技股份有限公司,上饶市,10.38亿,3107.63万,2018-03-20,信息传输、软件和信息技术服务业,PC端、移动端、SAAS平台
甘肃凯凯农业科技发展股份有限公司,定西市,3.18亿,2662.98万,2018-05-04,农、林、牧、渔业,脱毒苗、原原种、原种、一级种、商品薯
上海宜通海洋科技股份有限公司,上海市,4731.11万,222.28万,2018-03-28,科学研究和技术服务业,设备集成、备件销售、技术服务
安庆市嘉欣医疗用品科技股份有限公司,安庆市,--,--,2018-03-22,制造业,医用卫生材料、敷料及制品、全棉居家生活日用消费品
广州珠江艾茉森数码乐器股份有限公司,广州市,1.18亿,890.29万,2018-04-04,制造业,数码钢琴、数码乐器
苏州市宏宇环境科技股份有限公司,苏州市,1.87亿,1103.10万,2018-04-13,科学研究和技术服务业,环保工程、场地调查服务、环评及咨询服务、环境检测服务、设备销售
安徽安浓园艺股份有限公司,合肥市,--,--,2018-06-04,农、林、牧、渔业,植物盆栽栽培、设计、销售和养护业务、花卉租摆服务
山西晋龙养殖股份有限公司,运城市,9.18亿,9706.98万,2018-04-13,农、林、牧、渔业,鸡蛋、有机肥
深圳市昶檀净化科技股份有限公司,深圳市,4029.43万,177.68万,2018-04-23,建筑业,净化工程、净化设备
昆山玮硕恒基智能科技股份有限公司,苏州市,6.98亿,9757.49万,2018-05-11,制造业,转轴、金属制品
安徽爱迪滚塑科技股份有限公司,滁州市,2047.98万,-426.08万,2018-05-25,制造业,农机产品、地埋桶系列
上海大茂晟科技股份有限公司,上海市,9031.72万,-1487.46万,2018-04-12,制造业,箱包
上海奥狮网络科技股份有限公司,上海市,1.35亿,231.62万,2018-05-23,租赁和商务服务业,电商渠道经销、数字营销、电子商务、居间服务
内蒙古梅力更生态旅游发展股份有限公司,包头市,938.45万,-20.57万,2018-05-03,水利、环境和公共设施管理业,门票、摆渡车、索道、幻境体验馆、老包头、龙岭水阵
珠海雅莎生物科技股份有限公司,珠海市,1.01亿,1826.49万,2018-04-24,制造业,雅莎尔、复因、ZQII
青岛三木水产股份有限公司,青岛市,--,--,2018-04-26,制造业,马哈鱼、比目鱼、多利鱼
重庆市博恩软件股份有限公司,重庆市,--,--,2018-05-17,信息传输、软件和信息技术服务业,软件开发、技术服务
成都隆盛新材料股份有限公司,成都市,--,--,2018-05-07,制造业,铜催化剂、助剂
广西华讯信息技术股份有限公司,南宁市,588.42万,-100.88万,2018-05-14,信息传输、软件和信息技术服务业,信息平台服务、货物销售、软件开发
中国珠宝首饰进出口股份有限公司,北京市,24.40亿,5287.43万,2018-04-20,批发和零售业,黄金类产品、代理服务、品牌服务及加盟
湖南洪盛源油茶科技股份有限公司,怀化市,1.00亿,-95.35万,2018-05-02,农、林、牧、渔业,菜油、色拉油、油茶籽、油茶苗、茶油、茶枯
河南强耐新材股份有限公司,焦作市,--,--,2018-05-18,制造业,压粉煤灰砖、预拌干混砂浆
廊坊市天鹏牧业股份有限公司,廊坊市,--,--,2018-05-16,农、林、牧、渔业,育肥猪、仔猪、淘汰种猪、种猪
天津天保人力资源股份有限公司,天津市,4.98亿,11.49万,2018-04-27,租赁和商务服务业,劳务派遣、培训、咨询、业务外包
北京天贝创通科技股份有限公司,北京市,1238.43万,-185.94万,2018-07-19,信息传输、软件和信息技术服务业,系统集成、IT产品、服务
苏州鸿基洁净科技股份有限公司,苏州市,--,--,2018-05-24,制造业,空气净化设备、及环境检测仪器
深圳市易瑞微科技股份有限公司,深圳市,6377.98万,-343.66万,2018-05-18,信息传输、软件和信息技术服务业,销售产品、技术服务
湖南诚源电器股份有限公司,长沙市,1.14亿,249.14万,2018-05-15,制造业,高低压成套设备、自控设备、结构产品、箱式变电站、元器件
东莞市冬驭新材料股份有限公司,东莞市,1.39亿,931.77万,2018-05-11,制造业,散热材料
深圳市创想光电股份有限公司,深圳市,2900.09万,-1168.66万,2018-05-07,制造业,软灯带、硬灯条、LED灯珠
龙冉股份有限公司,泰州市,--,--,2018-09-10,建筑业,壁纸产品、胶水基膜、工程收入
黑龙江蓝海生物蛋白股份公司,齐齐哈尔市,1.22亿,414.00万,2018-05-31,农、林、牧、渔业,豆饼粉、大豆油、大豆
新乡西玛鼓风机股份有限公司,新乡市,1.19亿,619.40万,2018-05-16,制造业,风机、配件及维修
河南昊昌精梳机械股份有限公司,开封市,4594.71万,77.99万,2018-05-15,制造业,机加工件、钣金件、配套件、锡纸
